heartRate,stepCount,activeEnergyBurned,runningSpeed,fatigue_label
148,14518,813,0.45692307692307693,0
154,5598,302,0.051195652173913045,0
167,7572,741,0.4168,0
109,15867,557,0.14615384615384616,0
170,1567,707,0.226,1
137,2228,492,0.10333333333333333,0
117,17692,553,0.4252173913043478,0
139,18191,503,0.09488888888888888,0
86,19732,121,0.15945945945945947,1
118,15578,811,0.051699999999999996,1
119,17244,159,0.12063636363636364,0
94,12352,310,0.056666666666666664,0
119,1200,305,0.055384615384615386,0
92,4264,641,0.20830985915492956,0
122,13150,736,0.10800000000000001,0
125,18848,698,0.3909375,0
117,13422,819,0.3045652173913043,1
175,1028,119,0.16660377358490566,1
130,17851,448,0.07904347826086956,1
149,3769,358,0.12415094339622641,0
116,13168,813,1.037,0
136,17932,485,0.2048,1
173,19699,805,0.05444444444444444,0
155,6686,907,0.4974074074074074,0
129,6192,561,0.06194444444444444,1
88,16261,933,0.03692307692307692,0
178,14423,634,0.5164705882352941,1
103,3484,978,0.11315315315315316,0
131,16665,492,0.09353448275862068,0
123,13458,530,0.23714285714285713,1
156,13899,418,0.11222222222222222,0
177,11480,420,0.7427777777777778,1
155,9063,766,0.21659574468085105,1
143,16555,578,0.007837837837837838,0
149,16368,198,0.636,0
113,8110,216,0.032962962962962965,1
87,14168,709,0.17162790697674418,0
162,9974,316,0.013097345132743363,0
152,13218,355,0.1356521739130435,0
105,7758,883,0.23813953488372094,1
156,16828,418,0.38307692307692304,0
108,14921,407,0.006862745098039216,0
171,3631,516,0.04722222222222222,1
81,19933,831,0.07392523364485981,1
117,14514,487,0.11366197183098592,1
136,13447,314,0.08264150943396226,0
98,7396,259,0.007027027027027027,0
172,13693,435,0.1447142857142857,0
120,19145,787,0.0603448275862069,0
117,13852,196,0.07123287671232877,0
143,11531,610,0.056545454545454545,0
134,8731,691,0.11326086956521739,0
110,9664,454,0.4940909090909091,0
169,13226,397,0.045200000000000004,0
123,18853,698,0.050948275862068966,1
136,15130,717,0.03830508474576271,0
141,10174,256,0.07222222222222222,1
91,14603,891,0.24900000000000003,0
90,6348,229,0.2710526315789474,0
93,14904,419,0.11524590163934427,0
164,9860,259,0.014385964912280702,1
168,13848,224,0.4461290322580645,0
99,18891,609,0.16701754385964912,0
88,2877,117,0.07337078651685394,1
95,2251,660,0.11666666666666668,0
117,10317,878,0.29137254901960785,0
110,6288,215,0.16234567901234567,1
109,10163,770,0.16752941176470587,0
108,15444,938,0.07846846846846847,0
153,17139,618,0.2256896551724138,0
139,3968,195,0.1390322580645161,0
103,3144,848,0.42058823529411765,0
120,2142,885,0.15272727272727274,0
103,12086,820,0.1807792207792208,0
134,11575,704,0.0678,1
121,5883,550,0.060655737704918035,1
117,4717,238,0.06969387755102041,0
107,9044,454,0.4459375,0
145,9570,243,0.08806451612903225,0
118,5282,786,0.011296296296296296,1
100,3858,868,0.11157894736842106,0
110,9038,732,0.1496,0
179,3562,985,0.11747899159663866,0
93,4270,797,0.2826086956521739,0
106,12725,359,0.12246575342465753,0
116,2492,697,0.09714285714285714,1
107,3088,755,0.0475,0
80,12526,312,0.10764705882352942,0
123,9575,504,0.20717948717948717,0
121,12462,203,0.014393939393939393,1
155,18809,230,0.08329268292682927,0
150,9703,413,0.03185185185185185,0
151,11728,160,0.16921875,0
169,13943,403,0.18524590163934426,1
155,9596,286,0.05492063492063492,0
104,19564,469,0.3344736842105263,0
88,11968,313,0.17605263157894738,0
167,18815,557,0.1344,0
135,15745,385,0.14067961165048543,0
158,7945,294,0.08572916666666668,1
114,10762,382,0.0075,1
179,15267,522,0.20791666666666667,1
153,2376,809,0.03878048780487805,0
133,11699,446,0.11959183673469388,1
86,7715,162,0.08174603174603175,0
93,2845,747,0.026476190476190473,1
132,12075,607,0.09444444444444444,1
152,10753,974,0.1329268292682927,0
103,10249,833,0.0922077922077922,0
103,2301,257,0.06950617283950618,0
161,15174,960,0.020483870967741936,1
85,19423,875,0.22976744186046513,1
172,7623,436,0.1938235294117647,0
127,11853,830,0.012828282828282828,0
89,13575,105,0.125,1
86,7444,745,0.5022727272727273,1
128,4431,747,0.12796610169491526,0
144,3898,688,0.2986842105263158,1
100,9259,924,0.2588372093023256,0
123,1757,132,0.3924324324324324,1
117,12342,274,0.11857142857142856,0
149,14511,736,0.2665625,1
106,16224,719,0.15202247191011234,0
153,13828,975,0.31851063829787235,1
162,13585,890,0.41914285714285715,0
143,6192,151,0.05619047619047619,0
119,17775,654,0.008487394957983193,0
107,17606,917,0.08968749999999999,0
103,13121,751,0.1345121951219512,0
140,9439,266,0.113,0
176,3719,261,0.13788732394366196,0
122,2044,363,0.09089108910891089,0
171,18610,818,0.08394736842105263,0
119,13462,222,0.03190476190476191,0
136,14979,906,0.08622222222222221,0
126,9187,453,0.04442477876106194,0
138,1611,209,0.064,0
131,6009,120,0.005294117647058823,0
164,10222,755,0.2532608695652174,1
107,10357,931,0.03706422018348624,0
168,19908,728,0.11714285714285713,1
95,15979,316,0.26276595744680853,0
115,6627,923,0.11162393162393162,1
113,16461,209,0.19111111111111112,0
93,7648,814,0.33545454545454545,0
120,6139,438,0.31125,0
179,19819,852,0.225,0
178,10526,649,0.3977777777777778,0
105,6700,816,0.032125,0
165,14159,472,0.6664285714285715,1
151,3400,264,0.07170212765957447,1
148,7795,277,0.271875,0
178,16286,905,0.25892857142857145,0
91,6595,168,0.04061728395061728,0
107,12902,452,0.04638888888888889,1
104,3038,831,0.1636986301369863,0
156,9625,165,0.3909090909090909,0
143,13265,857,0.12719101123595505,1
132,9922,335,0.4118518518518518,1
94,2253,961,0.5342105263157895,1
136,5866,614,0.2302,1
102,9361,397,0.05630769230769231,0
160,11361,951,0.07830188679245284,1
87,2029,699,0.1590909090909091,1
134,1938,192,0.08023809523809525,1
118,12820,837,0.07853448275862068,0
152,8010,126,0.0544927536231884,0
97,11870,478,0.026451612903225806,0
163,6967,600,0.30074999999999996,0
120,8540,153,0.08895833333333332,0
82,5773,266,0.012857142857142859,0
101,10786,618,0.12634146341463415,0
103,18752,420,0.052875000000000005,1
161,7083,826,0.012,0
147,3445,868,0.0503030303030303,1
121,8360,450,0.030571428571428572,0
133,6427,133,0.08427184466019418,1
117,17298,213,0.05811965811965812,1
156,13097,430,0.203125,1
164,12160,724,0.10563106796116506,0
162,13242,314,0.034782608695652174,0
112,12528,805,0.15955555555555556,0
142,2024,500,0.2497872340425532,0
102,8618,334,0.021515151515151515,1
161,2557,257,0.44,0
143,10348,454,0.01775,0
157,2706,657,0.18475409836065573,0
127,16010,179,0.19285714285714284,0
90,17614,761,0.1617910447761194,0
158,13605,428,0.12131578947368422,1
120,1972,930,0.13941176470588235,1
151,2127,539,0.012291666666666666,1
129,12250,723,0.020806451612903225,0
89,3265,836,0.10971428571428571,1
103,10923,864,0.4910344827586207,0
160,5382,402,0.07880952380952382,0
134,4224,660,0.10014925373134329,0
89,15465,830,0.1357142857142857,0
131,5309,545,0.0875,0
106,12129,478,0.119,1
91,11133,260,0.10493506493506494,1
80,11601,305,0.1423611111111111,0
82,19413,421,0.4596296296296296,0
95,11823,161,0.12376146788990826,1
80,2211,658,0.019134615384615385,0
176,19040,445,0.043444444444444445,0
149,8310,388,1.2072727272727273,0
97,11990,420,0.09976190476190477,0
97,19843,312,0.0990625,1
86,8343,388,0.13213592233009708,0
150,14925,429,0.13518181818181818,0
98,15709,503,0.06819444444444445,1
115,11919,212,0.3251515151515152,0
105,15119,636,0.4561904761904762,0
139,7247,167,0.11566037735849057,1
150,11800,490,0.014022988505747127,0
161,11687,926,0.11203703703703703,0
105,7140,597,0.15341176470588233,0
142,9678,547,0.1831578947368421,0
156,7684,464,0.41333333333333333,0
121,14780,673,0.38166666666666665,0
100,6939,976,0.4318181818181818,1
159,12017,304,0.04925925925925926,0
121,1372,874,0.1811764705882353,1
135,4091,709,0.0210126582278481,0
103,8182,380,0.06358024691358025,0
86,12058,158,0.010925925925925926,0
178,3776,849,0.25282608695652176,0
91,19520,189,0.06272727272727273,0
136,3054,986,0.272,0
125,11982,474,1.0523076923076924,0
131,1461,274,0.07753424657534247,0
94,4909,736,0.08556962025316456,0
112,16332,541,0.19777777777777777,0
163,7119,641,1.0130000000000001,1
174,16012,859,0.29147058823529415,0
90,4215,898,0.036875,0
157,13551,504,0.9249999999999999,1
95,17045,578,0.5983333333333333,0
130,4269,773,0.046181818181818185,0
178,19329,400,0.05072164948453608,1
161,11173,653,0.294375,0
148,4041,789,0.06983870967741936,0
148,19146,234,0.0953012048192771,0
166,16042,803,0.076,0
144,16549,938,0.07681415929203539,1
174,6427,800,0.8114285714285714,0
132,6269,909,0.09283018867924528,0
178,8165,504,0.21999999999999997,1
165,2378,903,0.26595744680851063,0
105,18725,266,0.47782608695652173,0
147,14552,455,0.27875,0
101,3758,226,0.06784810126582279,1
136,6576,659,0.057899159663865545,0
177,15937,147,0.12868131868131868,0
112,16903,909,0.07848484848484848,1
159,8100,312,0.1402197802197802,1
174,9884,780,0.3228260869565217,0
120,4407,812,0.08885714285714286,0
138,10803,936,0.10302083333333334,0
158,6847,155,0.09226415094339623,0
118,7139,720,0.05771084337349398,0
176,19544,533,0.05646341463414634,1
105,3224,155,0.14453333333333332,0
152,10048,176,0.11854545454545454,1
176,17490,721,0.26333333333333336,0
154,14465,183,0.10485436893203884,0
114,12922,840,0.07809523809523809,0
85,10422,157,0.21724137931034482,0
169,1803,488,0.0652054794520548,1
85,1820,909,0.11633663366336634,1
135,10008,964,0.062058823529411763,1
174,15854,550,0.0968421052631579,1
160,17873,622,0.36846153846153845,0
133,12693,842,0.03511627906976744,1
112,16359,626,0.04176470588235294,0
145,16677,806,0.10329896907216495,0
88,19403,968,0.03878378378378378,0
158,3724,453,0.12157894736842105,0
136,5518,258,0.5047826086956522,0
140,14944,294,0.15604166666666666,0
175,4150,791,0.221,0
157,15105,449,0.6452173913043479,1
139,13240,215,0.010277777777777778,0
138,11380,406,0.11207207207207207,1
106,15113,608,0.12085106382978723,0
161,4888,369,0.490625,1
89,3337,869,0.14307692307692307,0
178,1440,457,0.3635135135135135,1
129,16711,902,0.04064516129032258,0
165,1999,783,0.03153153153153153,0
93,10095,589,0.0804225352112676,1
179,5399,613,0.032844827586206896,0
175,3033,377,0.0888235294117647,0
143,14750,155,0.032857142857142856,1
132,13805,607,0.020366972477064222,1
175,10588,927,0.32386363636363635,0
85,13933,899,0.18309859154929578,0
84,15227,676,0.17314285714285713,0
104,4853,340,0.17444444444444446,0
160,17088,854,0.022444444444444444,0
138,1778,690,0.04873949579831933,0
121,5275,745,0.9308333333333333,0
135,15105,348,0.15442622950819673,0
115,4316,301,0.3486666666666667,0
118,9718,860,0.059075630252100844,0
163,10713,107,0.01609090909090909,1
148,5925,762,0.08574074074074074,0
176,8049,498,0.12189655172413794,1
107,6117,360,0.2126923076923077,0
82,7057,536,0.09219047619047618,0
131,17932,809,0.21581395348837207,0
132,10024,898,0.10787234042553193,1
140,3570,941,0.17144578313253012,0
159,16715,304,0.08197368421052632,0
134,12231,618,0.20490566037735847,1
114,5832,748,0.16153846153846152,0
158,2405,270,0.05228070175438596,0
127,14583,553,0.05295918367346939,0
88,18630,752,0.072,1
87,19467,856,0.13555555555555554,0
115,2397,484,0.03906542056074766,0
90,7142,626,0.05097826086956522,0
109,7162,933,0.13896551724137932,1
132,8720,129,0.32634146341463416,0
127,1884,401,0.16576271186440678,1
150,14763,209,0.10824742268041238,1
177,17167,997,0.1628409090909091,1
145,19438,922,0.33155555555555555,1
161,7023,487,0.022947368421052633,1
161,8895,555,0.6495,1
143,2206,933,0.07466666666666666,0
113,13082,382,0.09999999999999999,0
121,8786,955,0.185,0
105,16791,829,0.3635,0
132,18404,130,0.0346078431372549,0
132,12339,576,0.14485714285714288,0
120,15330,375,0.12539130434782608,1
145,12059,602,0.04954022988505747,0
151,19097,469,0.1121951219512195,0
109,8838,843,0.23648648648648649,1
114,15081,387,0.1609722222222222,0
106,10166,521,0.11080459770114943,0
144,7583,609,0.11102040816326532,0
88,7422,878,0.05022471910112359,0
172,10537,764,0.07613445378151261,1
142,15690,962,0.15647058823529414,0
105,5968,191,0.029104477611940297,0
81,4178,429,0.01741935483870968,1
126,7793,868,0.2584,1
81,12655,659,0.2060655737704918,0
128,9713,616,0.137375,0
119,18933,857,0.37552631578947365,0
107,13486,546,0.0273,0
166,2009,504,0.016666666666666666,0
95,2194,290,0.01352112676056338,0
141,15030,962,0.83375,0
139,8397,266,0.09867924528301887,1
176,1861,178,0.13172727272727272,0
101,6111,823,0.1276,1
106,3944,955,0.171046511627907,1
82,16424,652,0.33441176470588235,0
86,15022,327,0.08125,0
154,5303,448,0.020317460317460317,1
131,13939,322,0.04681818181818182,0
131,12644,843,0.12902439024390244,0
84,14362,569,0.03446153846153847,1
99,9179,628,0.05714285714285715,1
127,1456,253,0.08095238095238096,1
172,3635,106,0.0318840579710145,0
172,1462,687,0.10642857142857143,0
132,19563,264,0.1219047619047619,1
123,9834,888,0.3484848484848485,0
99,1397,748,0.05064220183486238,0
151,16353,634,0.03441176470588235,0
83,1419,612,0.008043478260869565,0
97,10179,270,0.13141304347826085,0
123,4649,926,0.24396551724137933,0
143,17418,151,0.2401851851851852,0
120,16363,847,0.12466666666666668,0
159,16616,426,0.10800000000000001,0
161,18490,791,0.09188679245283018,0
160,18829,476,0.3411111111111111,1
129,3765,387,0.03279661016949153,0
126,14560,517,0.11650943396226415,0
92,5641,452,0.15777777777777777,1
140,5913,304,0.0626890756302521,1
101,5413,217,0.05897435897435898,1
83,11453,509,0.12271604938271605,1
138,18605,849,0.11351851851851852,1
137,17508,628,0.008715596330275228,1
165,12376,214,0.06418367346938776,0
116,17520,669,0.12780952380952382,0
90,8086,256,0.09714285714285714,0
127,10627,127,0.14472727272727273,0
113,17350,622,0.015365853658536585,0
172,3538,194,0.1396808510638298,1
111,5829,441,0.16175,0
108,4295,654,0.17208333333333334,0
85,6876,812,0.12582089552238807,0
161,18588,981,0.25557692307692303,0
169,4276,969,0.242,1
124,8211,738,1.42,1
170,10137,605,0.5820000000000001,0
87,2015,569,0.12951219512195122,0
101,2866,345,0.12824074074074074,0
167,13125,594,0.1002542372881356,0
107,8497,404,0.15913043478260872,1
90,7112,105,0.12477611940298507,0
103,14566,816,0.20172413793103447,0
152,8047,254,0.06590163934426228,1
162,14876,797,0.1580597014925373,1
106,5552,460,0.1825,1
160,18429,158,0.11801801801801802,0
166,18721,420,0.23543859649122806,0
84,14912,740,0.25636363636363635,0
86,12145,755,0.1465,0
86,9332,369,0.1469230769230769,0
112,2581,906,0.17671875,0
139,2285,246,0.236,1
151,16824,136,0.09981308411214954,0
118,6955,931,0.158375,0
97,16003,254,0.13651162790697674,1
110,14257,325,0.21714285714285714,0
82,10073,200,0.12395061728395061,1
87,13548,698,0.08826086956521738,0
159,6294,214,0.03229166666666667,0
127,3661,544,0.031025641025641024,0
136,16765,145,0.0385,0
119,1368,538,0.41277777777777774,1
109,10914,216,0.8,0
100,11777,665,0.093125,0
135,11025,837,0.24700000000000003,1
135,6519,873,0.054375,0
100,13410,228,0.4747619047619048,0
164,16649,230,0.05965909090909091,0
170,2853,549,0.10783783783783785,0
129,3723,412,0.07176470588235294,0
95,14537,678,0.13551724137931034,1
140,10865,603,0.40714285714285714,1
133,12269,264,0.11796610169491525,1
126,11694,848,0.1602,1
122,17724,841,0.18,0
177,10002,642,1.1320000000000001,0
135,15672,168,0.7508333333333334,0
142,8066,559,0.16972972972972974,1
121,15384,983,0.08897058823529412,0
111,18126,147,0.085625,0
132,1500,923,0.13094117647058826,0
124,1904,964,0.08865546218487395,0
149,7819,800,0.035918367346938776,1
150,13697,251,0.17567567567567569,1
113,15946,702,0.30666666666666664,0
111,13486,386,0.11607594936708861,0
94,3763,861,0.15661290322580645,0
113,1734,262,0.035333333333333335,0
119,5746,868,0.7230000000000001,0
109,5419,616,0.602,1
125,4424,378,0.07660377358490565,1
95,1051,387,0.44,0
152,14181,660,0.23941176470588238,0
129,13590,445,0.06083333333333333,1
110,11843,605,0.17058823529411765,0
140,1286,796,0.08990196078431373,1
115,14123,211,0.128265306122449,0
123,3733,978,0.03438202247191011,0
161,13822,278,0.21806451612903224,1
143,14207,977,0.2082608695652174,0
107,16100,271,0.12851851851851853,0
85,9611,744,0.006979166666666667,1
116,14542,819,0.22388059701492538,0
136,13675,187,0.2488235294117647,0
134,9927,804,0.1826530612244898,0
152,5697,155,0.01911504424778761,1
155,10616,401,0.017264150943396228,0
150,19435,897,0.2690909090909091,0
103,6726,758,0.1853968253968254,1
130,8286,183,0.08722222222222223,1
169,13559,316,0.2342857142857143,0
162,1712,323,0.18471698113207546,0
111,12150,111,0.08978494623655914,1
124,15256,632,0.17853658536585368,0
143,12288,502,0.07280701754385965,0
153,9474,204,0.089375,0
88,5806,494,0.12454545454545456,0
173,16334,489,0.0751923076923077,1
173,6557,963,0.04957264957264957,0
114,15495,549,0.011399999999999999,0
92,8297,909,0.08439024390243903,0
137,9832,846,0.059893617021276595,1
112,8993,963,0.1912962962962963,0
148,9813,851,0.11676923076923076,1
172,4991,185,0.10714285714285714,0
163,19963,746,0.13,0
129,7050,454,0.7894117647058824,0
176,11414,608,1.0138461538461538,0
103,10512,660,0.015087719298245613,0
167,14840,584,0.37999999999999995,0
108,6933,776,0.11395348837209303,0
128,7228,298,0.05156862745098039,0
152,19814,660,0.03304347826086956,0
131,15696,996,0.07352941176470588,0
177,7619,533,0.08126436781609196,1
112,15055,948,0.11731092436974791,0
95,17150,629,0.1208695652173913,1
167,15568,828,0.7036363636363636,0
85,7264,927,0.5358823529411765,1
166,14516,184,0.17935483870967742,1
89,14817,181,0.05774193548387097,1
95,2635,182,0.44307692307692303,0
94,14387,105,0.15684931506849314,1
179,4598,120,0.158,0
94,10706,246,0.2016666666666667,0
174,13990,207,0.4128571428571428,0
95,8621,761,0.12203703703703704,0
118,4230,729,0.21235294117647058,1
145,16016,111,0.01989130434782609,0
135,7225,498,0.14353658536585365,0
94,17746,930,0.19704918032786883,0
136,5330,523,0.13956521739130437,0
115,11666,762,0.4986206896551724,1
154,5046,810,0.07339285714285715,0
134,6695,585,0.3188888888888889,1
157,19757,890,0.31666666666666665,0
152,9875,917,0.03387096774193549,0
125,16659,457,0.3890909090909091,0
107,9250,444,0.12,0
105,18422,382,0.02116504854368932,0
177,2424,303,0.05798165137614679,1
119,16460,191,0.2683673469387755,0
103,7035,198,0.15688888888888888,1
154,15573,492,0.08076923076923077,0
127,12351,211,0.11280487804878049,1
82,4167,501,0.158625,1
131,11287,805,0.0645360824742268,0
132,9610,122,0.012470588235294119,1
121,11970,517,0.040752688172043014,0
115,4681,308,0.22017543859649125,0
150,16537,836,0.09914529914529914,1
171,6332,122,0.10386363636363637,0
174,4200,511,0.1459322033898305,0
89,19215,734,0.10462962962962964,1
122,13722,627,0.10081081081081081,0
84,1706,632,0.3992857142857143,0
120,9525,987,0.10037499999999999,1
118,14127,864,0.0615625,0
173,18733,928,0.32666666666666666,0
138,9010,378,0.026699999999999998,0
100,6893,558,0.24807692307692308,1
143,6032,237,0.06445544554455446,1
154,13033,445,0.06444444444444444,0
147,19596,819,0.2656862745098039,0
108,6718,577,0.16951807228915663,0
128,7739,733,0.20027027027027028,1
82,12338,289,0.7653846153846153,0
95,3790,740,0.056160714285714286,0
170,17377,514,0.14581818181818182,0
104,3365,609,0.040786516853932586,0
106,1390,263,0.5006666666666667,1
152,16960,910,0.08796296296296297,1
80,6607,478,0.061917808219178076,1
144,13574,851,0.3851515151515152,0
176,2378,465,0.36777777777777776,1
107,1732,551,0.13111111111111112,0
104,1673,444,0.14757142857142858,0
107,18913,875,0.027999999999999997,1
80,11283,621,0.16799999999999998,0
97,3965,157,0.11063291139240507,0
144,19808,783,0.03270833333333333,0
164,6442,206,0.1223529411764706,1
105,8360,592,0.030782608695652174,1
171,17288,384,0.0836923076923077,0
177,19476,849,0.5463636363636364,0
137,13652,782,0.5085,0
162,18671,380,0.756842105263158,1
169,18570,853,0.017037037037037035,0
102,3662,226,0.11893805309734513,0
97,1917,995,0.02738738738738739,1
143,6440,268,0.09709302325581395,1
100,3620,866,0.25425,1
167,5472,869,0.18411764705882352,1
82,7801,498,0.1401219512195122,0
178,8844,549,0.198,0
171,2380,326,0.06742574257425742,0
104,5880,696,0.02293103448275862,0
179,1148,981,0.13714285714285715,1
171,13469,663,0.16245901639344262,1
130,12361,593,0.15269662921348315,0
133,8313,183,0.10034188034188034,1
130,2751,204,0.5977272727272728,0
162,3893,982,0.08741176470588236,1
148,9980,623,0.05230769230769231,1
107,5603,681,0.06485436893203883,0
81,8343,371,0.04514851485148515,0
160,18778,600,0.3619047619047619,1
129,6745,314,0.005955056179775281,0
167,8868,484,0.10071428571428571,1
151,11109,950,0.08814159292035399,0
110,12047,214,0.09033613445378151,0
109,3186,764,0.2468181818181818,1
168,1008,900,0.22297297297297297,0
158,18226,896,0.11546511627906976,0
99,7017,879,0.12168831168831168,0
122,16003,235,0.642,1
152,11907,731,0.06354166666666666,1
123,4276,295,0.0527906976744186,0
81,10596,235,0.08440860215053764,1
83,5212,294,0.21558823529411764,0
132,12804,514,0.08253333333333333,1
154,3746,286,0.2807843137254902,0
156,7274,257,0.13455882352941176,0
157,6368,902,0.08039215686274509,0
131,15199,704,0.922,0
128,13012,779,0.07483870967741935,0
136,10430,647,0.18853658536585366,0
132,13275,448,0.11041666666666666,0
172,9822,633,0.12115942028985506,1
141,3617,658,0.2071111111111111,0
108,15749,220,0.19066666666666665,1
81,4827,925,0.10922222222222222,1
173,17426,579,0.09415841584158416,1
111,18665,181,0.26313725490196077,0
137,16611,535,0.1961111111111111,0
171,1258,623,0.2159090909090909,0
99,7827,508,0.13067415730337079,0
117,13322,988,0.09615384615384616,1
166,11053,262,0.031714285714285716,0
178,15602,396,0.09684210526315788,1
141,6550,506,0.14096774193548386,0
94,12740,679,0.017727272727272727,0
172,18558,661,0.006321839080459771,1
129,7576,170,0.14333333333333334,0
113,1791,668,0.20644444444444443,1
134,7843,477,0.11999999999999998,0
118,11732,430,0.022957746478873237,1
93,6240,700,0.20222222222222222,0
122,15753,129,0.2803846153846154,1
121,19610,803,0.24196721311475408,1
166,8027,732,0.14137931034482756,0
83,18580,691,0.09549295774647888,0
144,15336,153,0.04170940170940171,1
148,7943,494,0.09725490196078432,0
148,6063,977,0.3435483870967742,0
85,1092,428,0.14149253731343284,1
132,1321,117,0.14254901960784314,1
141,5007,895,0.759,1
148,10637,321,0.16830188679245284,0
81,7684,927,0.14714285714285716,0
143,19693,450,0.07260869565217391,0
101,9199,996,0.5047826086956522,0
159,11620,578,0.101875,0
131,4975,727,0.08825242718446602,0
136,7020,925,0.03352112676056338,0
100,17600,590,0.7392307692307691,1
173,8288,408,0.21185185185185185,1
104,2649,216,0.07975,0
167,2060,990,0.05142857142857143,0
164,5248,652,0.02205128205128205,0
88,8404,468,0.36102564102564105,1
164,11095,796,0.14104477611940297,1
152,13293,290,0.27375,0
162,15415,104,0.12953125,0
126,9250,249,0.1158139534883721,1
94,13920,898,0.16405797101449276,1
89,15958,741,0.09892857142857144,0
178,8653,494,0.17500000000000002,0
106,12571,615,0.0808433734939759,0
100,9778,162,0.09773809523809525,0
161,14616,602,0.18569620253164557,0
132,12579,666,0.07950980392156862,0
164,19471,349,0.134,0
119,4312,750,0.054285714285714284,0
138,5665,735,0.026979166666666665,1
133,18337,457,0.19245614035087721,0
116,2672,373,0.166875,0
152,15706,758,0.10028846153846153,0
167,9580,414,0.13642105263157894,0
169,15381,170,0.14702127659574468,0
142,4526,787,0.04830188679245283,0
122,12905,626,0.12796296296296297,1
150,14187,413,0.0204,1
141,10627,570,0.4670588235294118,1
170,12499,377,0.05512605042016806,0
128,8645,983,0.33186046511627904,0
159,5623,814,0.35333333333333333,0
93,16645,623,0.16761363636363635,0
175,16648,845,0.04802816901408451,0
101,9516,998,0.05654867256637168,1
130,2544,579,0.12683168316831683,0
153,3034,745,0.06739130434782609,0
154,13914,466,0.1,0
131,6310,571,0.1291139240506329,1
94,10477,651,0.030945945945945946,0
117,14816,748,0.3241176470588235,0
144,6787,588,0.4808333333333333,0
140,3342,215,0.2802439024390244,0
142,18190,780,0.035671641791044775,1
96,4719,633,0.711764705882353,1
155,14937,264,0.1846153846153846,1
177,14273,578,0.037560975609756096,0
122,5529,825,0.09775862068965517,0
104,19883,997,0.1314159292035398,0
170,17615,885,0.05279569892473118,1
86,9629,674,0.28378378378378377,0
141,8602,807,0.026,0
124,18054,864,0.3076315789473684,0
134,3690,788,0.112991452991453,0
164,1608,513,0.15747252747252746,1
135,10632,319,0.12104477611940298,1
147,15558,970,0.008125,0
152,17144,744,0.1386206896551724,1
86,11119,847,0.09382716049382715,0
90,10712,175,0.28833333333333333,0
85,6299,134,0.02340425531914894,1
173,8914,148,0.04695652173913044,1
92,10075,191,0.10289156626506023,1
84,13416,812,0.1455263157894737,0
178,2183,365,0.14141304347826086,1
119,3954,912,0.11871428571428572,0
155,2717,387,0.13654761904761906,1
134,2720,646,0.17108695652173914,0
140,11390,958,0.11105263157894738,0
130,9513,204,0.06313953488372093,0
162,5794,152,0.08147058823529411,0
134,8903,506,0.10562500000000001,0
138,16649,642,0.13187500000000002,1
169,4256,973,0.11323529411764706,1
106,18009,680,0.06313725490196079,0
174,1097,179,0.1396875,0
177,8760,407,0.03457142857142857,0
135,8103,431,0.031538461538461536,0
169,9947,825,0.0456989247311828,0
163,11627,234,0.1703658536585366,1
98,13864,709,0.1475,1
109,12628,297,0.08636363636363636,0
125,18458,289,0.10571428571428572,1
144,2720,221,0.015161290322580644,0
179,9104,239,0.10890000000000001,1
173,5053,584,0.16625,0
126,6633,238,0.5529411764705883,0
82,5194,618,0.06378378378378378,0
89,15693,359,0.14652631578947367,0
141,17964,172,0.04811111111111111,1
171,11128,757,0.11580357142857144,0
154,13364,410,0.26761904761904765,0
93,10904,599,0.015169491525423729,1
170,5359,204,0.051012658227848104,1
114,2063,181,0.12514018691588785,1
88,6311,947,0.09550847457627118,1
123,14114,670,0.41,0
90,12143,666,0.04964912280701755,1
101,4502,541,0.018904109589041096,0
150,3529,864,0.4376923076923077,1
111,10367,537,0.10586538461538461,0
96,10186,782,0.08151515151515151,0
110,11790,262,0.7638461538461538,0
119,4285,168,0.188135593220339,0
168,8298,529,0.1808955223880597,0
174,13123,393,0.10810344827586206,1
138,2566,870,0.13973684210526316,0
176,5070,437,0.07979381443298969,1
167,2214,438,0.005739130434782609,0
155,17989,821,0.08910112359550562,0
156,13804,432,0.2364705882352941,0
84,12556,474,0.03177777777777778,0
118,12167,458,0.449,0
146,14350,220,0.32,1
157,2659,955,0.32304347826086954,0
159,1006,764,0.14859999999999998,1
123,12346,960,0.08861702127659575,1
118,2225,298,0.0324561403508772,1
133,13220,436,0.022197802197802197,1
123,3010,930,0.04222222222222222,0
172,16093,332,0.19546666666666668,0
89,4750,623,0.14056603773584905,0
112,15550,513,0.07888888888888888,0
81,17361,460,0.3719230769230769,0
161,5476,409,0.07779661016949152,1
170,11316,763,0.19473684210526318,1
148,17414,562,0.21999999999999997,0
138,7938,755,0.07972222222222222,0
169,17783,328,0.04323529411764706,0
115,4733,573,0.22807692307692307,1
99,15989,845,0.12514851485148515,0
138,19318,865,0.15595238095238095,1
133,4352,837,0.13089887640449438,0
119,17290,782,0.10689655172413794,0
113,9891,463,0.10425531914893618,1
127,10007,687,0.06056603773584906,1
158,18803,496,0.09849056603773584,0
152,11111,124,0.06943181818181819,0
81,3017,418,0.1884313725490196,0
135,19626,324,0.09226666666666666,1
137,2077,976,0.14241935483870968,0
156,18357,399,0.07046511627906976,0
103,14785,370,0.07446808510638298,0
126,16532,134,0.07739130434782608,1
155,13472,797,0.3975,0
